location_id,locationUUID,LocationPublicname,LocationInternalname,LocationType,LocationCountryCode,LocationCountrySubdivision,LocationCoordinatesLatitude,LocationCoordinatesLongitude,StoreNumber,LocationLifecycleStatus,LocationStoreFormat,LocationStoreDetailedFormat,LocationTimeZone,LocationAddressUUID,LocationParentStoreUUID
1413,a3523d83-5f1f-4f4a-9e4d-bdaf61e601f9,Greenfield Superstore - NHS Workers Priority Time,Greenfield Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,53.5389,-2.01056,0,Closed,null,null,Europe/London,85c745bb-fbd0-48b3-889a-88b519f46ff0,71a6f1c1-7df3-4e05-b29b-44fb614a81aa
1417,cca209b7-4673-4fb6-943a-d2b720667480,Kingston Extra - Vision Express,Kingston Extra - Vision Express,Vision-Express,GB,ENG,52.03647,-0.68731,0,Trading,null,null,Europe/London,aa8df8f5-bb2e-468d-90f5-13930c0fe220,db4dc38f-1db3-4a92-a5ca-f67ee2ff266d
1421,1c5a9f4c-cd71-4df6-937c-ceff758a7611,Seaford Express - Clothing Collection,Seaford Express - Clothing Collection,Clothing-Collection,GB,ENG,50.77329,0.10234,0,Closed,null,null,Europe/London,df1e72c4-a601-492b-b574-340351e8863f,a60f0b50-b13f-431d-a73a-4990fa95d880
1425,02996923-15ac-411e-998c-15f58f95ae19,One Stop Sefton Road,One Stop Sefton Road,One-Stop,GB,ENG,53.475966,-2.99603,0,Trading,Neighbourhood Top Up,null,Europe/London,ec91d24a-cf82-41c9-acb6-90a2b44f78d7,null
1429,03f9948b-8565-42ae-928a-0685b8e667ed,Bridlington Superstore,Bridlington Superstore,Store,GB,ENG,54.08427,-0.19689,2149,Trading,Superstore,Superstore,Europe/London,0dbe5f63-bc2d-4913-b1a3-ed4d69713a46,null
1433,3c8b7750-e81f-4226-9458-8d1415934c4c,"Greenbrow Road, Manchester","Greenbrow Road, Manchester",One-Stop,GB,ENG,53.38458528,-2.286124412,0,Trading,Grocery/Eat Later,null,Europe/London,a3118247-b71e-44c7-9371-091c01c211a7,null
1437,56041d2e-9cbc-4301-baab-04f83658879c,"Merrits Brook Lane, Birmingham","Merrits Brook Lane, Birmingham",One-Stop,GB,ENG,52.41627492,-1.984664912,0,Trading,Grocery/Eat Later,null,Europe/London,02e3856e-c247-4813-9058-74092a07c9e1,null
1441,41d04b78-03d1-4f27-b345-527abebb770d,Sheffield Beighton Express,Sheffield Beighton Express,Store,GB,ENG,53.34725,-1.33513,4517,Trading,Express,Express Standalone,Europe/London,e62cdbb8-ab6d-4a25-91ad-c5bb64d378a8,null
1445,b1c438ef-85f7-4076-aada-fbd7d06fefef,Didcot Superstore - Pharmacy,Didcot Superstore - Pharmacy,Pharmacy,GB,ENG,51.60507,-1.22144,0,Trading,null,null,Europe/London,525ba4d0-2939-4bd4-abf7-a28e299c0d66,637b3e4a-8998-4ba7-96f9-ea06ec56fe01
1449,7f93c60f-fe2e-4fb4-886c-3a4b5399c6e5,Castlereagh Rd Superstore,Castlereagh Rd Superstore,Store,GB,NIR,54.58842,-5.8944,6452,Trading,Superstore,Superstore,Europe/London,ad06ca19-051f-4999-b552-b32e59959257,null
1453,4b039314-4ef8-4ec8-a06c-91ad73012108,Stowmarket Superstore - Elderly And Vulnerable Priority Time,Stowmarket Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,52.18458,1.01848,0,Closed,null,null,Europe/London,5ed6a5be-b69e-499b-beee-384602f05e82,8b449d94-fded-4ffb-b0bc-b6df3983d196
1457,c211bc87-e047-44da-91ed-c47c49554df4,Welling Superstore - Elderly And Vulnerable Priority Time,Welling Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.46205,0.10965,0,Closed,null,null,Europe/London,010e24cc-3906-4e56-bfbb-2769da0d6bd9,f65d03a3-c303-44e5-8270-aeecd69c70d1
1461,49fbf471-80a9-4ad0-b1a8-e218d05e32b1,Durham Extra - Pharmacy,Durham Extra - Pharmacy,Pharmacy,GB,ENG,54.77822,-1.54209,0,Trading,null,null,Europe/London,779603f1-0a1c-4974-8d33-e0322dc7edc2,c02ce9ea-0f15-4b42-8d6a-edd7c85b1b1a
1465,55dc771f-a7c8-415d-be67-b6d82b9e278f,Dalkeith Hardengreen Superstore - Fish,Dalkeith Hardengreen Superstore - Fish,Fish,GB,SCT,55.88302,-3.08511,0,Trading,null,null,Europe/London,6d32d997-37d5-4296-a604-2252e7266a23,8fb4bfb5-1123-4810-b2fc-cf6ce38944cf
1469,12c22eaa-c192-4e94-9aaa-4c52a6784b90,Walsall Brownhills Superstore - Elderly And Vulnerable Priority Time,Walsall Brownhills Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,52.64588,-1.93295,0,Closed,null,null,Europe/London,c7d9a8a9-3732-4d57-a8c0-1ac56afb3732,819f0f1b-a2a4-4559-814f-43dade2c50ec
1473,2e7ce46d-7d7a-4395-9525-89e83c4a2f9d,Finchley Central Tube Station Car Park,Finchley Central Tube Station Car Park,Click-And-Collect,GB,ENG,51.60092,-0.192522,0,Closed,null,null,Europe/London,b01fa14d-1572-470e-83be-35a21728a7b9,8d72afa9-3f2e-4b23-9c6a-9f0d842833ac
1477,848447d4-9183-4c42-8e63-34cf2fb3ad83,Middleton Extra - Cold Deli,Middleton Extra - Cold Deli,Cold-Deli,GB,ENG,53.54939,-2.19653,0,Closed,null,null,Europe/London,5406e6ee-b3d4-40ea-953a-1a488da89ffe,b29a6a77-c057-4824-8caf-aab64c182d70
1481,0412ae39-4fa1-44f7-9e52-817ffe7a31e6,NEW MALDEN LOCKERS,NEW MALDEN LOCKERS,Unknown,GB,ENG,null,null,4989,Trading,null,Other,Europe/London,b6c64a1b-a752-4185-8c64-50eb07c77fd5,null
1485,2a1fd993-8194-462f-8f54-d2052a04578d,Castle Douglas Superstore,Castle Douglas Superstore,Store,GB,SCT,54.94473,-3.92445,5289,Trading,Superstore,Superstore,Europe/London,db871541-64ad-4714-9d22-daf7fd960826,null
1489,ff61eedb-9b36-4ae5-b4ad-f0a8c34a8515,GLASGOW MAIN ST EXP,GLASGOW MAIN ST EXP,Store,GB,SCT,null,null,6993,Abandoned,null,Express Standalone,Europe/London,2924dacd-ee0d-4594-99e1-5db7a0a2a97b,null
1493,457c3890-4d94-42d1-88f4-767e22277c52,DUNDEE KINGSWAY,DUNDEE KINGSWAY,Store,GB,SCT,null,null,2433,Closed,null,null,Europe/London,c8d96c38-26f9-415f-81f7-dfe2ae7eeee1,null
1497,902d6b16-eda6-4156-a84a-d8155beb4110,Dean St Metro - Clothing Collection,Dean St Metro - Clothing Collection,Clothing-Collection,GB,ENG,51.51559,-0.13353,0,Closed,null,null,Europe/London,3ebcea94-58c9-416d-9307-65651f899e96,af3fa805-9702-474e-8ef6-76283ee2e6ed
1501,c489c4d6-b5e1-4efd-a0d5-394795c50678,Sandhurst Extra - Pharmacy,Sandhurst Extra - Pharmacy,Pharmacy,GB,ENG,51.33547,-0.7746,0,Trading,null,null,Europe/London,8abd1971-5c9f-4de7-812b-80bb340c7106,478c0609-2eae-4869-9881-26b7202130a7
1505,5e6a210c-e917-4f8b-9d7e-a8eec95410ad,Uttoxeter Superstore - Meat,Uttoxeter Superstore - Meat,Meat,GB,ENG,52.89907,-1.85806,0,Trading,null,null,Europe/London,69a21553-54ee-4877-8871-b6c19e4a0b07,ce9ae6e1-fb83-4623-8110-92fabe472df4
1509,1e2a544d-abef-499b-af9b-5a212183e1b4,Woolwich Extra - Elderly And Vulnerable Priority Time,Woolwich Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.48919,0.0663,0,Closed,null,null,Europe/London,773702d7-ead2-4634-b391-035d1b535c41,28bbe252-a389-419c-a0ee-58c5085914df
1513,aa03e887-e92c-4e92-9aa6-8919e4dcfda1,Colchester Crouch St Express,Colchester Crouch St Express,Store,GB,ENG,51.88757,0.89158,5343,Trading,Express,Express Standalone,Europe/London,23d36207-032a-4af1-b8a1-39ee45a91f03,null
1517,ac6c90c6-8eb8-41c5-ad33-321d3cae62ba,Liss Express,Liss Express,Store,GB,ENG,51.04256,-0.89216,3278,Trading,Express,Express Standalone,Europe/London,fcad330b-bd23-44ed-8241-c908f87817e9,null
1521,7dee0269-729d-47ab-83d9-e7885f3fd8c0,SPRINGHILL,SPRINGHILL,Store,GB,NIR,null,null,3176,Closed,null,Superstore,Europe/London,c26c5661-4464-42a4-8195-a0ed5bd85310,null
1525,43191d31-bd06-4ee3-868a-7c2b84cf4361,Gerrards Cross Superstore - Fish,Gerrards Cross Superstore - Fish,Fish,GB,ENG,51.58781,-0.55278,0,Trading,null,null,Europe/London,a354356a-7fdb-4d8b-af3a-f2afa077d70f,14227fe2-2423-4ff3-8cba-b72fc28e8c52
1529,8483bdd4-f637-4e79-8702-abb4ae649267,Leeds Garforth Superstore - NHS Workers Priority Time,Leeds Garforth Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,53.79735,-1.3832,0,Closed,null,null,Europe/London,5dbd620b-f684-4bdf-8a1b-8ee2aa343801,9bd23cdd-24f3-4788-844f-e40ca3098d84
1533,6e7600d4-69e4-4c81-995e-1b9c83f4c4f7,Maldon Extra - Scan as you Shop,Maldon Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,51.73621,0.67806,0,Trading,null,null,Europe/London,8c304b4a-81a0-4e54-9590-594a6624cfc5,2273cb49-e938-4de9-8bbf-9470d671f616
1537,153c2562-48e1-496f-8bf6-d7fb900962b3,Southampton Superstore - Elderly And Vulnerable Priority Time,Southampton Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,50.9238,-1.44745,0,Closed,null,null,Europe/London,251259c7-4382-46d5-9d4c-43eb9fc32942,5baea3ac-87ce-4377-884c-b0aae330ee22
1541,70db1c06-002d-4df7-945b-a88201bcc663,FALKIRK,FALKIRK,Store,GB,SCT,null,null,2548,Closed,null,High Street,Europe/London,d1ee0712-45f1-464c-89b5-d0be6a5f79ec,null
1545,c653e733-5cc2-42c0-aa1b-53c2cd854346,Norton Express,Norton Express,Store,GB,ENG,54.58694,-1.3104,5071,Trading,Express,Express Standalone,Europe/London,1f61f8b0-b341-48c5-ba24-ce396db89b79,null
1549,3d52839a-112d-42ea-b831-84c11975215c,Congresbury Express,Congresbury Express,Store,GB,ENG,51.37474,-2.80554,6340,Trading,Express,Express Standalone,Europe/London,0be8e03e-1776-4b28-9f72-9b1ef5a97c13,null
1553,0e30108b-58ae-4432-878e-39a09a211661,One Stop New Costessey,One Stop New Costessey,One-Stop,GB,ENG,52.644303,1.235931,0,Trading,On the Move,null,Europe/London,2ef60acb-60c5-466e-8009-f6940cf15b48,null
1557,56ce7b33-3fb4-4ee4-ae2e-ac26007032e9,Newtown Superstore - NHS Workers Priority Time,Newtown Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,WLS,52.51388,-3.30554,0,Closed,null,null,Europe/London,3227f953-5d59-48d6-b7c1-102c3864d5d2,c9fd421a-03b1-46e5-a720-391c529d33d5
1561,01128ce5-6c36-452d-985b-597758d81f23,Porthmadog Superstore,Porthmadog Superstore,Store,GB,WLS,52.92902,-4.13521,3057,Trading,Superstore,Superstore,Europe/London,b2fec8ec-a0f6-4953-b38c-5ef5caf84f21,null
1565,9f00d2c6-a2ea-48ca-847f-118086f4bdfb,Liverpool Old Swan Superstore - Scan as you Shop,Liverpool Old Swan Superstore - Scan as you Shop,Scan-as-you-Shop,GB,ENG,53.41313,-2.91633,0,Trading,null,null,Europe/London,e091464c-9fab-4740-9190-77a40bfe67a7,5b9d28cb-9508-46ac-9752-5323e6925fcc
1569,1935dca8-1b1b-4fd8-befb-4b403890eedc,Banbury Extra,Banbury Extra,Store,GB,ENG,52.07402,-1.33899,2064,Trading,Extra,Extra,Europe/London,cd8e5fb5-2976-4cc8-b783-250d2c1b598c,null
1573,e56904bb-6bba-45d3-956c-2d3c1ab6f0f3,Carnegie St Superstore - Hot Deli,Carnegie St Superstore - Hot Deli,Hot-Deli,GB,NIR,54.46104,-6.33282,0,Trading,null,null,Europe/London,588d1b2b-a630-48b8-ac12-ebf353aab3f0,0e5d0b5a-ab08-48f4-85fb-4b2214a35941
1577,d01d9f2a-6eca-4b88-8e5e-9063b08eeddf,Mallow Superstore,Mallow Superstore,Store,IE,IE,52.136205,-8.644789,3500,Trading,Superstore,Superstore,Europe/Dublin,7f288528-8ff5-4326-a267-5dfddf6fdc7a,null
1581,93c942b7-6467-4e79-9f65-d138f3b9117e,Stevenage Extra,Stevenage Extra,Store,GB,ENG,51.90391,-0.20442,3213,Trading,Extra,Extra,Europe/London,0eda67f2-575e-4fb2-910f-fbe2e9e486f5,null
1585,e8b468cd-9c6f-46ab-9cff-00d4ca0f9894,Leeds Bridgewater Place Express,Leeds Bridgewater Place Express,Store,GB,ENG,53.79134,-1.5476,5578,Trading,Express,Express Standalone,Europe/London,92661907-b2f0-423d-9cb2-a52563ac2a48,null
1589,e34e98f6-2709-4e40-9b5e-83c997ef9c56,Orpington Extra - Elderly And Vulnerable Priority Time,Orpington Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.37369,0.09654,0,Closed,null,null,Europe/London,daea81c6-b67f-4644-8d26-1167c92f9e03,cfac614b-292b-4043-9cef-4cd5593d0b6f
1593,4c065380-38c9-4c6c-866e-e77e3dbd3a9e,Auchinleck Superstore - Clothing Collection,Auchinleck Superstore - Clothing Collection,Clothing-Collection,GB,SCT,55.46672,-4.28922,0,Trading,null,null,Europe/London,f1580641-252c-4fec-b89a-ec0bf9c79d20,0772295e-8253-486a-8dc9-0e3c29ffe07b
1597,1b3008cf-961d-4be3-910f-6fa06c2363a8,DC - Kralupy - Fresh Food,DC - Kralupy - Fresh Food,Distribution-Centre,CZ,null,50.24530426869971,14.382766865695093,0,Trading,null,null,Europe/Prague,a42075e3-1ef4-432c-8332-6004be4d5498,null
1601,2a8a49f4-989e-445b-b370-b787fe046320,Enfield Tesco CFC,Enfield Tesco CFC,Click-And-Collect,GB,ENG,51.680382,-0.03394,0,Trading,Van,null,Europe/London,6b70f930-ba31-4471-9bdc-1a8d6dd6edf1,854a6b24-60df-4e76-b3de-87cf15153e18
1605,6dfe1aad-bfd9-4c62-8291-74d86438b78d,Nottingham Hucknall Extra - Tesco Mobile Shop,Nottingham Hucknall Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,53.0359,-1.19637,0,Trading,null,null,Europe/London,714b2d34-4e6a-49cb-939e-341c925e9434,7782de23-9453-4498-b326-0e7e05ac5f70
1609,2c85b41c-d1b0-4152-9ef6-6f63b23d3471,Hove Superstore - Tesco Mobile Shop,Hove Superstore - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,50.82882,-0.17601,0,Trading,null,null,Europe/London,490990ea-ba25-4db5-b7fe-b199a28c06a0,e6429505-b945-4699-b256-1686e291ceae
1613,a40f0cf3-1adc-4957-9b47-1122c2508ed8,Stevenage Smart Phone Required for Collection,Stevenage Smart Phone Required for Collection,Click-And-Collect,GB,ENG,51.90424,-0.20242,0,Trading,Kerbside,null,Europe/London,0be35b5b-9f27-4b4e-b5ba-a2136dec8f6c,93c942b7-6467-4e79-9f65-d138f3b9117e
1617,d67d66cd-1d4d-4403-bf78-05659d38d941,Acton Metro,Acton Metro,Store,GB,ENG,51.50647,-0.24887,5780,Trading,Metro,Superstore,Europe/London,07965e5f-3da4-4e76-86eb-3f428b7d8a84,null
1621,8e40f00c-146a-4346-af8c-bcb8e6bfd582,Sunbury-on-thames Extra - Petrol Filling Station,Sunbury-on-thames Extra - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,51.41706,-0.42475,3947,Trading,null,Petrol Station,Europe/London,f7eca9b1-1511-4fd3-808e-504ff029d800,e748bf7a-4e08-4d21-a4c0-40177db10bd7
1625,a481483f-05f9-4a68-bf04-5324d707bd1b,Jilemnice,Jilemnice,Store,CZ,null,50.6053696,15.5065498,0,Trading,Supermarket,null,Europe/Prague,5bc9b7ac-7986-4cb3-91ce-dcbdce530f04,null
1629,224f8b8b-6d27-4140-9ba5-7a70e956fbd9,Lewisham Superstore - Scan as you Shop,Lewisham Superstore - Scan as you Shop,Scan-as-you-Shop,GB,ENG,51.46643,-0.01256,0,Trading,null,null,Europe/London,84a819f6-d686-4038-a73c-8f9729a4be37,8889b5fa-9a3b-46b9-8ec5-2c484f58bc47
1633,e69674d4-5903-4738-9086-f947451e604a,Towcester Superstore - Elderly And Vulnerable Priority Time,Towcester Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,52.13862,-0.99462,0,Closed,null,null,Europe/London,7d8ee8d1-f7fd-48bc-90fe-1d1d6695f762,a7511626-b783-451f-97a7-63594612c513
1637,2aaa811e-a90f-4f51-ab3d-15dc1fbfec29,Amesbury Superstore - Hot Deli,Amesbury Superstore - Hot Deli,Hot-Deli,GB,ENG,51.17581,-1.76622,0,Trading,null,null,Europe/London,85895d68-64da-485d-8e30-c92b73f591c0,9adb615e-59f3-4650-bec5-2f22a5a2832d
1641,2e4e2fc4-6a30-4b90-95cf-e821329e1a89,Surrey Quays Extra - Tech Support,Surrey Quays Extra - Tech Support,Tech-Support,GB,ENG,51.49454,-0.04603,0,Trading,null,null,Europe/London,c64271da-a250-4326-b649-1487a78bd65a,83d93001-10dc-4ad1-bbbc-73fde75e5c0c
1645,e48d4afd-6ab7-4a5e-831f-e3b63aaf620c,Plymouth Transit Way Superstore - Clothing Range,Plymouth Transit Way Superstore - Clothing Range,Clothing-Range,GB,ENG,50.40997,-4.14945,0,Trading,null,null,Europe/London,481d03b6-c585-48d6-a4ee-8c711ab485d6,a6a68f50-5f0b-4a9d-a07c-a6f81b3ed570
1649,6ce7d203-955a-4c60-a84b-ae383ed85b8d,Dunstable Extra - Grocery Collection,Dunstable Extra - Grocery Collection,Grocery-Collection,GB,ENG,51.88953,-0.48501,0,Trading,null,null,Europe/London,512a13b7-83d5-4b60-8bbe-c93eb659e66f,34ac050a-038d-4324-a3e7-a408cfa3a9f6
1653,73e8d962-b5d7-4e9b-8c6f-efe301bfc271,Hastings Little Ridge Express,Hastings Little Ridge Express,Store,GB,ENG,50.8827,0.56234,4619,Trading,Express,Express Standalone,Europe/London,a6b58833-5853-456d-ac84-88a87299c17c,null
1657,801d0bc4-d3ed-4e3d-8dbd-ce4dfb65a4f5,Pershore Express - Post Office,Pershore Express - Post Office,Post-Office,GB,ENG,52.1105,-2.07463,0,Trading,null,null,Europe/London,651c0438-7992-4a4e-b14d-44e7403b0ad5,6b1e2ed9-804f-4327-ab47-60a99f17c293
1661,744be741-f315-44ce-8960-fee4e548179c,Birkenhead Bidston Moss Extra - Pharmacy,Birkenhead Bidston Moss Extra - Pharmacy,Pharmacy,GB,ENG,53.40799,-3.07026,0,Trading,null,null,Europe/London,994b3b90-6e42-445a-b7b6-5d1dfd23b7ba,f34dcdf3-b90f-4261-897c-cf66072d0070
1665,f6178720-1a1a-4782-a597-2f61fb5b8a4c,Cambridge Bar Hill Extra - Grocery Collection,Cambridge Bar Hill Extra - Grocery Collection,Grocery-Collection,GB,ENG,52.25459,0.01807,0,Trading,null,null,Europe/London,9d7f8f13-b80c-461d-9e8c-94a0c47acc81,a9f90aa3-2ae3-4b04-9899-2c194360b12a
1669,548ba870-b2e3-4c06-9ff3-051d8e2c0270,Douglas Isle Of Man Superstore,Douglas Isle Of Man Superstore,Store,IM,null,54.14773,-4.48897,2396,Trading,Superstore,Superstore,Europe/Isle_of_Man,dbb1d5ee-0de8-4fae-9b1c-b22908ba057b,null
1673,1dfb8156-c1af-45ad-b45e-0702ff6ef554,Pontypridd Extra - Clothing Range,Pontypridd Extra - Clothing Range,Clothing-Range,GB,WLS,51.5807,-3.29555,0,Trading,null,null,Europe/London,2f76c769-e498-429b-b134-aa8cf677e791,08115a6b-d6e8-4885-98f5-186fa28937d4
1677,fba92e44-242f-4c03-8fec-fb0aa2a4f523,Seaton Superstore - Pharmacy,Seaton Superstore - Pharmacy,Pharmacy,GB,ENG,50.70534,-3.06685,0,Trading,null,null,Europe/London,5579616d-1078-4c89-afe6-d13172b1a6ff,31cf80d2-8245-4f72-b23f-5c0b30f659e8
1681,237fb986-30ca-4fef-8bfb-ac4026e912b9,Stow-on-the-wold Superstore - Elderly And Vulnerable Priority Time,Stow-on-the-wold Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.93374,-1.72191,0,Closed,null,null,Europe/London,1e9c8ece-7790-40d0-9a62-0b4bba70ab02,7da43b80-af6c-4aa2-99a1-498be05f631f
1685,b58bfe5d-15e8-4b2b-8d6c-71f08f6bac5f,Tesco Bank,Tesco Bank,Office,GB,SCT,55.9318,-3.2961,4929,Trading,null,Other,Europe/London,3e24108d-f984-4405-837b-89c44303e79f,null
1689,cb316a9e-5a01-4b1c-aa02-c777a597df3c,Carmarthen Extra - Elderly And Vulnerable Priority Time,Carmarthen Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,WLS,51.85337,-4.31777,0,Closed,null,null,Europe/London,97cf6cad-180f-4223-91e4-5b0af84b0082,4621b458-7286-48fc-8f34-f3bd2dc58688
1693,4c3e1f44-caba-445c-b5d8-68a6497edd25,Whitstable Extra - Hand Car Wash,Whitstable Extra - Hand Car Wash,Hand-Car-Wash,GB,ENG,51.34674,1.04295,0,Trading,null,null,Europe/London,ce69dd6e-7366-4e7e-9fe7-29debedbbb17,7e20e2d9-e01f-4b0c-84ba-8e15aaa1f7af
1697,076bcf20-3475-4c83-98f3-b38b84813878,HM Zlate Moravce,HM Zlate Moravce,Store,SK,null,48.3872414,18.3817406,0,Trading,Hypermarket,null,Europe/Bratislava,80ca80cf-d064-4d8c-9d8a-3534df3e7d49,null
1701,51724741-b418-46c8-8108-82934a787af0,Didcot Superstore - Cold Deli,Didcot Superstore - Cold Deli,Cold-Deli,GB,ENG,51.60507,-1.22144,0,Closed,null,null,Europe/London,525ba4d0-2939-4bd4-abf7-a28e299c0d66,637b3e4a-8998-4ba7-96f9-ea06ec56fe01
1705,ee407eab-2b87-454b-a681-47c3628e11d7,Gyor Office,Gyor Office,Distribution-Centre,HU,null,null,null,0,Trading,null,null,Europe/Budapest,null,null
1709,01ca7031-89f9-46cd-91ad-7f54de0b0398,Eastbourne Extra - Pharmacy,Eastbourne Extra - Pharmacy,Pharmacy,GB,ENG,50.78593,0.30355,0,Trading,null,null,Europe/London,b62aa986-5f80-4d38-be74-c378b9e585ed,2519903c-9b1d-4cca-822e-dca86da3447f
1713,c8b51f38-0746-4de1-963d-cd7bb64020b3,Clapham Superstore,Clapham Superstore,Store,GB,ENG,51.45331,-0.1466,5122,Trading,Superstore,Superstore,Europe/London,71afde30-d49d-43c4-a0b5-f9d78acdb3ab,null
1717,4083d702-0dcf-4cf5-8f0b-970181486429,Wembley Extra - Tesco Mobile Shop,Wembley Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,51.55401,-0.25522,0,Trading,null,null,Europe/London,d76207fe-23bc-4acf-a6c3-0abf643185fd,8d2878fc-3449-423e-be68-27a631ff7d69
1721,a902ce9b-9934-4fea-a50b-a82517227200,Ruthin Superstore Smart Phone required for collection,Ruthin Superstore Smart Phone required for collection,Click-And-Collect,GB,WLS,53.117029,-3.306744,0,Trading,Kerbside,null,Europe/London,b70d86c4-e197-483a-8d0d-fdf8dbe61f4d,199757bc-7ddc-4ef0-9898-546f2a5e354c
1725,88bff89c-b751-4a26-bb9e-b57af066661a,Callington Superstore - Elderly And Vulnerable Priority Time,Callington Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,50.50483,-4.30666,0,Closed,null,null,Europe/London,4244c7fc-f295-413c-a6b4-61507536954c,d0ea601a-acb2-4016-a260-f5d357555eb0
1729,f3e9a64f-3db5-43b9-b9e5-6399a8d2fca7,Shrewsbury Extra - Meat,Shrewsbury Extra - Meat,Meat,GB,ENG,52.73793,-2.72536,0,Trading,null,null,Europe/London,be864e5f-6762-46f1-9f3b-149f50928fb1,f234abea-038c-4c25-9b29-1dae55a4e88f
1733,03f85a48-156c-4940-909a-c4fadfa4ad76,HO Praha Eden,HO Praha Eden,Distribution-Centre,CZ,null,null,null,0,Trading,null,null,Europe/Prague,null,null
1737,a77fcbb8-0e54-40f6-b466-bd5351b64e2d,Portlaoise Extra - Clothing Collection,Portlaoise Extra - Clothing Collection,Clothing-Collection,IE,IE,53.03271,-7.297411,0,Closed,null,null,Europe/Dublin,3c6d5c02-a813-4d06-b697-d988224b3496,f619cbc0-0aff-4c8a-867b-fa68eaa6383d
1741,c5b675bc-1840-4a27-a612-bb05cd8dcbb0,TORWOOD STRET-TORQUAY,TORWOOD STRET-TORQUAY,Store,GB,ENG,null,null,4433,Development,null,Express Standalone,Europe/London,529f3b81-9c28-4ad2-b497-faeb84231db3,null
1745,580bbf0e-197f-40ba-952f-bb63b7c64806,Amersham Superstore - Clothing Collection,Amersham Superstore - Clothing Collection,Clothing-Collection,GB,ENG,51.66615,-0.61142,0,Closed,null,null,Europe/London,260b192b-d76d-4826-bfc3-174e2282d5e8,accbabe3-8032-483f-a84a-35c4e9e2c88a
1749,67d3ec45-8648-455e-8c53-ee9b24c269c0,North Berwick Superstore - Travel Money Click and Collect,North Berwick Superstore - Travel Money Click and Collect,Travel-Money-Click-and-Collect,GB,SCT,56.05298,-2.70007,0,Trading,null,null,Europe/London,d14e324e-6ca9-42a3-b641-c19a4de0cad9,8f21b876-52e0-4b43-a142-ea205eb70821
1753,56f54df7-cbe2-4d7d-87a4-521a32562e99,Lakeside Extra - Fish,Lakeside Extra - Fish,Fish,GB,ENG,51.48899,0.27565,0,Trading,null,null,Europe/London,6abd241f-c91e-4a1e-964a-f2483101c638,af379b13-9b97-4b1c-b345-c1214a3e2f42
1757,413ffc90-ca37-4cca-9b5d-7eb5f2080896,Aylesford Lunsford Park Extra - NHS Workers Priority Time,Aylesford Lunsford Park Extra - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,51.3108,0.44161,0,Closed,null,null,Europe/London,bfff3848-df97-4307-8429-c72bac53c736,e8360e47-0b1a-45fb-a083-44d333e52614
1761,9c4643a9-43ab-46da-a035-4ff1d79e7768,Thornbury Superstore - Elderly And Vulnerable Priority Time,Thornbury Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.60399,-2.52454,0,Closed,null,null,Europe/London,5002a5ab-9b4f-4c36-b12a-a98cbccdfdbf,ddc105b8-5e8b-4708-8d94-3a17a17a497a
1765,da19d1cd-dad0-44e8-87d2-2d1afe3c5f21,Carluke Superstore - Petrol Filling Station,Carluke Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,SCT,55.72883,-3.83706,4223,Trading,null,Petrol Station,Europe/London,ca7bfcea-4a05-4386-a560-0115169bd606,23a734a5-3ce3-45d7-8102-c2a1667d8ad8
1769,abe2604a-f251-4d3c-8f8f-79ff2f83c451,MANSFIELD 1,MANSFIELD 1,Store,GB,ENG,null,null,2868,Closed,null,High Street,Europe/London,3a505d4c-126d-4357-952f-7c20b1d88885,null
